年月別,商品性質別分類,原始值,年增率[%]
95年2月,服務類-交通及通訊,98.78,-0.57
95年2月,服務類-醫藥保健,90.7,7.13
95年2月,服務類-教養娛樂,86.91,3.46
95年2月,服務類-教養,96.41,2.29
95年2月,服務類-娛樂,78.36,4.66
95年2月,服務類-雜項,90.93,-23.12
95年3月,總指數[含食物],87.79,0.64
95年3月,商品類[含食物],84.62,-0.66
95年3月,商品類[不含食物],100.35,-1.24
95年3月,商品類-非耐久性消費品[含食物],75.52,1.44
95年3月,商品類-非耐久性消費品[不含食物],92.74,3.68
95年3月,商品類-半耐久性消費品,88.05,-7.69
95年3月,商品類-耐久性消費品,132.73,-2.02
95年3月,服務類,90.13,1.55
95年3月,服務類[不含食物],92.28,1.64
95年3月,服務類-外食費,80.18,1.12
95年3月,服務類-衣著,86.17,2.46
95年3月,服務類-居住,94.8,0.36
95年3月,服務類-交通及通訊,97.86,-0.03
95年3月,服務類-醫藥保健,90.7,7.13
95年3月,服務類-教養娛樂,85.79,4.86
95年3月,服務類-教養,96.41,2.29
95年3月,服務類-娛樂,76.35,7.66
95年3月,服務類-雜項,90.86,0.09
95年4月,總指數[含食物],89.06,1.37
95年4月,商品類[含食物],87.76,1.4
95年4月,商品類[不含食物],103.98,-0.96
95年4月,商品類-非耐久性消費品[含食物],77.56,4.5
95年4月,商品類-非耐久性消費品[不含食物],93.45,3.91
95年4月,商品類-半耐久性消費品,99.02,-6.58
95年4月,商品類-耐久性消費品,132.48,-1.96
95年4月,服務類,90.07,1.36
95年4月,服務類[不含食物],92.36,1.52
95年4月,服務類-外食費,79.49,0.53
95年4月,服務類-衣著,86.17,2.46
95年4月,服務類-居住,94.81,0.36
95年4月,服務類-交通及通訊,97.9,-0.02
95年4月,服務類-醫藥保健,90.7,7.13
95年4月,服務類-教養娛樂,85.99,4.29
95年4月,服務類-教養,96.41,2.29
95年4月,服務類-娛樂,76.7,6.41
95年4月,服務類-雜項,91.04,0.29
95年5月,總指數[含食物],89.56,1.53
95年5月,商品類[含食物],88.69,1.55
95年5月,商品類[不含食物],103.74,-0.9
95年5月,商品類-非耐久性消費品[含食物],79.2,4.9
95年5月,商品類-非耐久性消費品[不含食物],94.35,4.74
95年5月,商品類-半耐久性消費品,97,-7.66
95年5月,商品類-耐久性消費品,132.28,-1.81
95年5月,服務類,90.26,1.52
95年5月,服務類[不含食物],92.65,1.77
95年5月,服務類-外食費,79.24,0.19
95年5月,服務類-衣著,86.17,2.46
95年5月,服務類-居住,94.82,0.31
95年5月,服務類-交通及通訊,98.1,0.16
95年5月,服務類-醫藥保健,90.7,7.13
95年5月,服務類-教養娛樂,86.15,4.39
95年5月,服務類-教養,96.21,2.08
95年5月,服務類-娛樂,77.17,6.84
95年5月,服務類-雜項,93.94,3.44
95年6月,總指數[含食物],89.64,1.53
95年6月,商品類[含食物],88.32,2.05
95年6月,商品類[不含食物],103.51,-0.95
95年6月,商品類-非耐久性消費品[含食物],79.28,5.73
95年6月,商品類-非耐久性消費品[不含食物],95.71,4.76
95年6月,商品類-半耐久性消費品,94.51,-7.54
95年6月,商品類-耐久性消費品,131.69,-2.44
95年6月,服務類,90.67,1.21
95年6月,服務類[不含食物],92.99,1.31
95年6月,服務類-外食費,79.92,0.64
95年6月,服務類-衣著,86.17,2.46
95年6月,服務類-居住,94.81,0.22
95年6月,服務類-交通及通訊,98.37,-0.5
95年6月,服務類-醫藥保健,90.7,4.37
95年6月,服務類-教養娛樂,88.12,5.77
95年6月,服務類-教養,96.1,1.96
95年6月,服務類-娛樂,80.79,9.71
95年6月,服務類-雜項,91.11,-4.05
95年7月,總指數[含食物],90.32,1.44
95年7月,商品類[含食物],89.18,1.21
95年7月,商品類[不含食物],103.45,0.95
95年7月,商品類-非耐久性消費品[含食物],80.8,3.34
95年7月,商品類-非耐久性消費品[不含食物],96.83,6.5
95年7月,商品類-半耐久性消費品,91.53,-4.87
95年7月,商品類-耐久性消費品,133.08,-1.48
95年7月,服務類,91.21,1.59
95年7月,服務類[不含食物],93.71,1.89
95年7月,服務類-外食費,79.68,0.08
95年7月,服務類-衣著,86.17,2.46
95年7月,服務類-居住,94.81,0.27
95年7月,服務類-交通及通訊,99.2,0.04
95年7月,服務類-醫藥保健,90.7,2.12
95年7月,服務類-教養娛樂,90.42,6.54
95年7月,服務類-教養,94.98,2.09
95年7月,服務類-娛樂,85.84,10.88
95年7月,服務類-雜項,90.88,0.19
95年8月,總指數[含食物],89.8,0.09
95年8月,商品類[含食物],87.6,-2.6
95年8月,商品類[不含食物],102.56,0.3
95年8月,商品類-非耐久性消費品[含食物],79.54,-2.09
95年8月,商品類-非耐久性消費品[不含食物],97.64,5.56
95年8月,商品類-半耐久性消費品,88.04,-6.14
95年8月,商品類-耐久性消費品,132.11,-1.35
95年8月,服務類,91.44,2.03
95年8月,服務類[不含食物],93.98,2.33
95年8月,服務類-外食費,79.68,0.38
95年8月,服務類-衣著,86.17,2.46
95年8月,服務類-居住,94.83,0.3
95年8月,服務類-交通及通訊,99.04,-0.15
95年8月,服務類-醫藥保健,90.7,1.02
95年8月,服務類-教養娛樂,91.54,8.67
95年8月,服務類-教養,94.98,1.91
95年8月,服務類-娛樂,87.85,15.35
95年8月,服務類-雜項,90.7,-0.01
95年9月,總指數[含食物],89.26,-0.42
95年9月,商品類[含食物],87.22,-2.96
95年9月,商品類[不含食物],102.4,0.02
95年9月,商品類-非耐久性消費品[含食物],79.18,-2.55
95年9月,商品類-非耐久性消費品[不含食物],97.77,5.07
95年9月,商品類-半耐久性消費品,87.62,-6.3
95年9月,商品類-耐久性消費品,131.69,-1.53
95年9月,服務類,90.79,1.41
95年9月,服務類[不含食物],93.2,1.49
95年9月,服務類-外食費,79.66,0.92
95年9月,服務類-衣著,86.17,2.46
95年9月,服務類-居住,94.83,0.37
95年9月,服務類-交通及通訊,98.44,-0.66
95年9月,服務類-醫藥保健,90.7,1.02
95年9月,服務類-教養娛樂,88.9,6.88
95年9月,服務類-教養,95.24,1.52
95年9月,服務類-娛樂,82.9,12.41
95年9月,服務類-雜項,90.7,-4.53
95年10月,總指數[含食物],89.44,-0.8
95年10月,商品類[含食物],87.16,-4.43
95年10月,商品類[不含食物],104.08,-0.26
95年10月,商品類-非耐久性消費品[含食物],77.04,-5.25
95年10月,商品類-非耐久性消費品[不含食物],94.57,3.1
95年10月,商品類-半耐久性消費品,98.03,-4.1
95年10月,商品類-耐久性消費品,131.91,-1.21
95年10月,服務類,91.13,1.84
95年10月,服務類[不含食物],93.51,2.04
95年10月,服務類-外食費,80.15,0.83
95年10月,服務類-衣著,86.17,2.46
95年10月,服務類-居住,94.85,0.39
95年10月,服務類-交通及通訊,98.55,1.12
95年10月,服務類-醫藥保健,90.7,1.02
95年10月,服務類-教養娛樂,89.19,5.68
95年10月,服務類-教養,95.24,0.7
95年10月,服務類-娛樂,83.42,10.75
95年10月,服務類-雜項,93.49,3.06
95年11月,總指數[含食物],88.83,-0.05
95年11月,商品類[含食物],87.01,-1.49
95年11月,商品類[不含食物],104.09,0.56
95年11月,商品類-非耐久性消費品[含食物],76.93,-1.18
95年11月,商品類-非耐久性消費品[不含食物],94.89,4.25
95年11月,商品類-半耐久性消費品,97.84,-2.71
95年11月,商品類-耐久性消費品,131.53,-1.48
95年11月,服務類,90.2,0.99
95年11月,服務類[不含食物],92.66,1.2
95年11月,服務類-外食費,78.86,-0.14
95年11月,服務類-衣著,86.17,2.46
95年11月,服務類-居住,94.82,0.36
95年11月,服務類-交通及通訊,98.44,0.9
95年11月,服務類-醫藥保健,90.61,0.92
95年11月,服務類-教養娛樂,86.95,3.41
95年11月,服務類-教養,95.24,0.7
95年11月,服務類-娛樂,79.39,6.19
95年11月,服務類-雜項,90.7,0.12
95年12月,總指數[含食物],88.78,0.19
95年12月,商品類[含食物],87.01,-0.41
95年12月,商品類[不含食物],104.07,1.32
95年12月,商品類-非耐久性消費品[含食物],77.22,0
95年12月,商品類-非耐久性消費品[不含食物],95.76,4.79
95年12月,商品類-半耐久性消費品,95.47,-2.63
95年12月,商品類-耐久性消費品,132.78,0.14
95年12月,服務類,90.12,0.61
95年12月,服務類[不含食物],92.47,0.78
95年12月,服務類-外食費,79.3,-0.24
95年12月,服務類-衣著,86.17,2.46
95年12月,服務類-居住,94.82,0.36
95年12月,服務類-交通及通訊,98.37,0.79
95年12月,服務類-醫藥保健,90.61,0.92
95年12月,服務類-教養娛樂,86.28,1.79
95年12月,服務類-教養,95.24,0.67
95年12月,服務類-娛樂,78.17,2.94
95年12月,服務類-雜項,90.7,0.12
96年1月,總指數[含食物],88.71,-0.19
96年1月,商品類[含食物],86.61,2.03
96年1月,商品類[不含食物],102.7,2.05
96年1月,商品類-非耐久性消費品[含食物],77.33,2.65
96年1月,商品類-非耐久性消費品[不含食物],94.99,3.73
96年1月,商品類-半耐久性消費品,92.02,0.26
96年1月,商品類-耐久性消費品,133,1.19
96年1月,服務類,90.29,-1.66
96年1月,服務類[不含食物],92.42,-2
96年1月,服務類-外食費,80.45,0.24
96年1月,服務類-衣著,87.33,2.16
96年1月,服務類-居住,94.82,-0.01
96年1月,服務類-交通及通訊,98.38,-0.21
96年1月,服務類-醫藥保健,90.61,-0.1
96年1月,服務類-教養娛樂,86.03,0.77
96年1月,服務類-教養,95.93,1.28
96年1月,服務類-娛樂,77.16,0.27
96年1月,服務類-雜項,90.85,-22.99
96年2月,總指數[含食物],90.08,2.48
96年2月,商品類[含食物],85.45,1.26
96年2月,商品類[不含食物],102.12,1.58
96年2月,商品類-非耐久性消費品[含食物],76.33,1.69
96年2月,商品類-非耐久性消費品[不含食物],95.47,3.09
96年2月,商品類-半耐久性消費品,89.39,1.05
96年2月,商品類-耐久性消費品,132.96,-0.23
96年2月,服務類,93.45,3.27
96年2月,服務類[不含食物],96.23,3.81
96年2月,服務類-外食費,80.62,0.39
96年2月,服務類-衣著,87.33,1.35
96年2月,服務類-居住,95.05,0.26
96年2月,服務類-交通及通訊,100.14,1.38
96年2月,服務類-醫藥保健,90.61,-0.1
96年2月,服務類-教養娛樂,91.16,4.89
96年2月,服務類-教養,96.42,0.01
96年2月,服務類-娛樂,86,9.75
96年2月,服務類-雜項,118.55,30.38
96年3月,總指數[含食物],88.41,0.71
96年3月,商品類[含食物],85.41,0.93
96年3月,商品類[不含食物],101.93,1.57
96年3月,商品類-非耐久性消費品[含食物],76.52,1.32
96年3月,商品類-非耐久性消費品[不含食物],95.91,3.42
96年3月,商品類-半耐久性消費品,87.56,-0.56
96年3月,商品類-耐久性消費品,133.65,0.69
96年3月,服務類,90.63,0.55
96年3月,服務類[不含食物],92.75,0.51
96年3月,服務類-外食費,80.82,0.8
96年3月,服務類-衣著,87.33,1.35
96年3月,服務類-居住,94.81,0.01
96年3月,服務類-交通及通訊,98.98,1.14
96年3月,服務類-醫藥保健,90.61,-0.1
96年3月,服務類-教養娛樂,87.01,1.42
96年3月,服務類-教養,96.42,0.01
96年3月,服務類-娛樂,78.53,2.86
96年3月,服務類-雜項,90.93,0.08
96年4月,總指數[含食物],89.68,0.7
96年4月,商品類[含食物],88.34,0.66
96年4月,商品類[不含食物],106.37,2.3
96年4月,商品類-非耐久性消費品[含食物],77.77,0.27
96年4月,商品類-非耐久性消費品[不含食物],96.7,3.48
96年4月,商品類-半耐久性消費品,100.97,1.97
96年4月,商品類-耐久性消費品,133.6,0.85
96年4月,服務類,90.72,0.72
96年4月,服務類[不含食物],93.05,0.75
96年4月,服務類-外食費,79.93,0.55
96年4月,服務類-衣著,87.33,1.35
96年4月,服務類-居住,94.81,0
96年4月,服務類-交通及通訊,98.92,1.04
96年4月,服務類-醫藥保健,90.61,-0.1
96年4月,服務類-教養娛樂,88.08,2.43
96年4月,服務類-教養,96.42,0.01
96年4月,服務類-娛樂,80.46,4.9
96年4月,服務類-雜項,91.06,0.02
96年5月,總指數[含食物],89.98,0.47
96年5月,商品類[含食物],88.71,0.02
96年5月,商品類[不含食物],106.06,2.24
96年5月,商品類-非耐久性消費品[含食物],78.61,-0.74
96年5月,商品類-非耐久性消費品[不含食物],97.16,2.98
96年5月,商品類-半耐久性消費品,99.88,2.97
96年5月,商品類-耐久性消費品,132.68,0.3
96年5月,服務類,90.95,0.76
96年5月,服務類[不含食物],93.28,0.68
96年5月,服務類-外食費,80.21,1.22
96年5月,服務類-衣著,87.33,1.35
96年5月,服務類-居住,94.84,0.02
96年5月,服務類-交通及通訊,98.87,0.78
96年5月,服務類-醫藥保健,90.61,-0.1
96年5月,服務類-教養娛樂,88.88,3.17
96年5月,服務類-教養,96.42,0.22
96年5月,服務類-娛樂,81.9,6.13
96年5月,服務類-雜項,91.06,-3.07
96年6月,總指數[含食物],90.34,0.78
96年6月,商品類[含食物],88.89,0.65
96年6月,商品類[不含食物],106.16,2.56
96年6月,商品類-非耐久性消費品[含食物],79.45,0.21
96年6月,商品類-非耐久性消費品[不含食物],99.33,3.78
96年6月,商品類-半耐久性消費品,97.58,3.25
96年6月,商品類-耐久性消費品,131.61,-0.06
96年6月,服務類,91.45,0.86
96年6月,服務類[不含食物],94.05,1.14
96年6月,服務類-外食費,79.44,-0.6
96年6月,服務類-衣著,87.33,1.35
96年6月,服務類-居住,94.86,0.05
96年6月,服務類-交通及通訊,99,0.64
96年6月,服務類-醫藥保健,90.61,-0.1
96年6月,服務類-教養娛樂,90.94,3.2
96年6月,服務類-教養,96.42,0.33
96年6月,服務類-娛樂,85.61,5.97
96年6月,服務類-雜項,93.52,2.65
96年7月,總指數[含食物],90.49,0.19
96年7月,商品類[含食物],87.83,-1.51
96年7月,商品類[不含食物],105.33,1.82
96年7月,商品類-非耐久性消費品[含食物],78.93,-2.31
96年7月,商品類-非耐久性消費品[不含食物],100.45,3.74
96年7月,商品類-半耐久性消費品,93.31,1.94
96年7月,商品類-耐久性消費品,131.29,-1.35
96年7月,服務類,92.46,1.37
96年7月,服務類[不含食物],94.85,1.22
96年7月,服務類-外食費,81.43,2.2
96年7月,服務類-衣著,87.33,1.35
96年7月,服務類-居住,94.87,0.06
96年7月,服務類-交通及通訊,99.44,0.24
96年7月,服務類-醫藥保健,90.61,-0.1
96年7月,服務類-教養娛樂,94.32,4.31
96年7月,服務類-教養,97.93,3.11
96年7月,服務類-娛樂,90.47,5.39
96年7月,服務類-雜項,91.25,0.41
96年8月,總指數[含食物],91.48,1.87
96年8月,商品類[含食物],90.07,2.82
96年8月,商品類[不含食物],105.1,2.48
96年8月,商品類-非耐久性消費品[含食物],82.21,3.36
96年8月,商品類-非耐久性消費品[不含食物],101.05,3.49
96年8月,商品類-半耐久性消費品,91.43,3.85
96年8月,商品類-耐久性消費品,131.54,-0.43
96年8月,服務類,92.57,1.24
96年8月,服務類[不含食物],94.86,0.94
96年8月,服務類-外食費,81.99,2.9
96年8月,服務類-衣著,87.33,1.35
96年8月,服務類-居住,94.87,0.04
96年8月,服務類-交通及通訊,99.67,0.64
96年8月,服務類-醫藥保健,90.61,-0.1
96年8月,服務類-教養娛樂,94.26,2.97
96年8月,服務類-教養,97.93,3.11
96年8月,服務類-娛樂,90.37,2.87
96年8月,服務類-雜項,91.21,0.56
96年9月,總指數[含食物],91.92,2.98
96年9月,商品類[含食物],91.43,4.83
96年9月,商品類[不含食物],104.68,2.23
96年9月,商品類-非耐久性消費品[含食物],84.03,6.13
96年9月,商品類-非耐久性消費品[不含食物],100.25,2.54
96年9月,商品類-半耐久性消費品,90.88,3.72
96年9月,商品類-耐久性消費品,132.11,0.32
96年9月,服務類,92.34,1.71
96年9月,服務類[不含食物],94.25,1.13
96年9月,服務類-外食費,83.49,4.81
96年9月,服務類-衣著,91.46,6.14
96年9月,服務類-居住,95.01,0.19
96年9月,服務類-交通及通訊,99.18,0.75
96年9月,服務類-醫藥保健,90.58,-0.13
96年9月,服務類-教養娛樂,91.19,2.58
96年9月,服務類-教養,98.03,2.93
96年9月,服務類-娛樂,84.75,2.23
96年9月,服務類-雜項,94,3.64
96年10月,總指數[含食物],93.63,4.68
96年10月,商品類[含食物],95.46,9.52
96年10月,商品類[不含食物],107.99,3.76
96年10月,商品類-非耐久性消費品[含食物],87.08,13.03
96年10月,商品類-非耐久性消費品[不含食物],99.84,5.57
96年10月,商品類-半耐久性消費品,102.23,4.28
96年10月,商品類-耐久性消費品,132.4,0.37
96年10月,服務類,92.39,1.38
96年10月,服務類[不含食物],94.14,0.67
96年10月,服務類-外食費,84.28,5.15
96年10月,服務類-衣著,91.46,6.14
96年10月,服務類-居住,95.34,0.52
96年10月,服務類-交通及通訊,99.2,0.66
96年10月,服務類-醫藥保健,90.92,0.24
96年10月,服務類-教養娛樂,90.94,1.96
96年10月,服務類-教養,98.03,2.93
96年10月,服務類-娛樂,84.3,1.05
96年10月,服務類-雜項,91.12,-2.54
96年11月,總指數[含食物],92.89,4.57
96年11月,商品類[含食物],93.71,7.7
96年11月,商品類[不含食物],107.97,3.73
96年11月,商品類-非耐久性消費品[含食物],85.01,10.5
96年11月,商品類-非耐久性消費品[不含食物],100.54,5.95
